Course No.,Course Title,Description,Attributes1,Attributes2,Autumn '18,Winter '18,Spring '18,Units,Instructor
CS 230,Deep Learning,"Deep Learning is one of the most highly sought after skills in AI. We will help you become good at Deep Learning. In this course, you will learn the foundations of Deep Learning, understand how to build neural networks, and learn how to lead successful machine learning projects. You will learn about Convolutional networks, RNNs, LSTM, Adam, Dropout, BatchNorm, Xavier/He initialization, and more. You will work on case studies from healthcare, autonomous driving, sign language reading, music generation, and natural language processing. You will master not only the theory, but also see how it is applied in industry. You will practice all these ideas in Python and in TensorFlow, which we will teach. AI is transforming multiple industries. After this course, you will likely find creative ways to apply it to your work. This class is taught in the flipped-classroom format. You will watch videos and complete in-depth programming assignments and online quizzes at home, then come in to class for advanced discussions and work on projects. This class will culminate in an open-ended final project, which the teaching team will help you on. Prerequisites: Familiarity with programming in Python and Linear Algebra (matrix / vector multiplications). CS 229 may be taken concurrently.","Terms: Aut, Win, Spr | Units: 3-4 | Grading: Letter or Credit/No Credit","Instructors: Katanforoosh, K. (PI) ; Ng, A. (PI) ; Bartolome Aramburu, C. (TA) ...more instructors for CS 230 »",TRUE,TRUE,TRUE,3-4 ," Katanforoosh, K. (PI) ; Ng, A. (PI) ; Bartolome Aramburu, C. (TA) ...more instructors for CS 230 »"
CS 231A,Computer Vision: From 3D Reconstruction to Recognition,"(Formerly 223B) An introduction to the concepts and applications in computer vision. Topics include: cameras and projection models, low-level image processing methods such as filtering and edge detection; mid-level vision topics such as segmentation and clustering; shape reconstruction from stereo, as well as high-level vision tasks such as object recognition, scene recognition, face detection and human motion categorization. Prerequisites: linear algebra, basic probability and statistics.",Terms: Win | Units: 3-4 | Grading: Letter or Credit/No Credit,Instructors:,FALSE,TRUE,FALSE,3-4 ,#VALUE!
CS 231N,Convolutional Neural Networks for Visual Recognition,"Computer Vision has become ubiquitous in our society, with applications innsearch, image understanding, apps, mapping, medicine, drones, andnself-driving cars. Core to many of these applications are the tasks of image classification, localization and detection. This course is a deep dive into details of neural network architectures with a focus on learning end-to-end models for these tasks, particularly image classification. During the 10-week course, students will learn to implement, train and debug their own neural networks and gain a detailed understanding of cutting-edge research in computer vision. The final assignment will involve training a multi-million parameter convolutional neural network and applying it on the largest image classification dataset (ImageNet). We will focus on teaching how to set up the problem of image recognition, the learning algorithms (e.g. backpropagation), practical engineering tricks for training and fine-tuning the networks and guide the students through hands-on assignments and a final course project. Much of the background and materials of this course will be drawn from the ImageNet Challenge: http://image-net.org/challenges/LSVRC/2014/index. Prerequisites: Proficiency in Python; familiarity with C/C++; CS 131 and CS 229 or equivalents; Math 21 or equivalent, linear algebra.",Terms: Spr | Units: 3-4 | Grading: Letter or Credit/No Credit,Instructors:,FALSE,FALSE,TRUE,3-4 ,#VALUE!
CS 232,Digital Image Processing (EE 368),"Image sampling and quantization color, point operations, segmentation, morphological image processing, linear image filtering and correlation, image transforms, eigenimages, multiresolution image processing, noise reduction and restoration, feature extraction and recognition tasks, image registration. Emphasis is on the general principles of image processing. Students learn to apply material by implementing and investigating image processing algorithms in Matlab and optionally on Android mobile devices. Term project. Recommended: EE261, EE278.",Terms: Win | Units: 3 | Grading: Letter (ABCD/NP),"Instructors: Girod, B. (PI)",FALSE,TRUE,FALSE,3 ," Girod, B. (PI)"
CS 234,Reinforcement Learning,"To realize the dreams and impact of AI requires autonomous systems that learn to make good decisions. Reinforcement learning is one powerful paradigm for doing so, and it is relevant to an enormous range of tasks, including robotics, game playing, consumer modeling and healthcare. This class will briefly cover background on Markov decision processes and reinforcement learning, before focusing on some of the central problems, including scaling up to large domains and the exploration challenge. One key tool for tackling complex RL domains is deep learning and this class will include at least one homework on deep reinforcement learning. Prerequisites: proficiency in python, CS 229 or equivalents or permission of the instructor; linear algebra, basic probability.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Brunskill, E. (PI)",FALSE,TRUE,FALSE,3 ," Brunskill, E. (PI)"
CS 236,Deep Generative Models,"Generative models are widely used in many subfields of AI and Machine Learning. Recent advances in parameterizing these models using neural networks, combined with progress in stochastic optimization methods, have enabled scalable modeling of complex, high-dimensional data including images, text, and speech. In this course, we will study the probabilistic foundations and learning algorithms for deep generative models, including Variational Autoencoders (VAE), Generative Adversarial Networks (GAN), and flow models. The course will also discuss application areas that have benefitted from deep generative models, including computer vision, speech and natural language processing, and reinforcement learning. Prerequisites: Basic knowledge about machine learning from at least one of CS 221, 228, 229 or 230. Students will work with computational and mathematical models and should have a basic knowledge of probabilities and calculus. Proficiency in some programming language, preferably Python, required.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Ermon, S. (PI) ; Grover, A. (PI)",TRUE,FALSE,FALSE,3 ," Ermon, S. (PI) ; Grover, A. (PI)"
CS 238,Decision Making under Uncertainty (AA 228),"This course is designed to increase awareness and appreciation for why uncertainty matters, particularly for aerospace applications. Introduces decision making under uncertainty from a computational perspective and provides an overview of the necessary tools for building autonomous and decision-support systems. Following an introduction to probabilistic models and decision theory, the course will cover computational methods for solving decision problems with stochastic dynamics, model uncertainty, and imperfect state information. Topics include: Bayesian networks, influence diagrams, dynamic programming, reinforcement learning, and partially observable Markov decision processes. Applications cover: air traffic control, aviation surveillance systems, autonomous vehicles, and robotic planetary exploration. Prerequisites: basic probability and fluency in a high-level programming language.",Terms: Aut | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Kochenderfer, M. (PI)",TRUE,FALSE,FALSE,3-4 ," Kochenderfer, M. (PI)"
CS 240,Advanced Topics in Operating Systems,"Recent research. Classic and new papers. Topics: virtual memory management, synchronization and communication, file systems, protection and security, operating system extension techniques, fault tolerance, and the history and experience of systems programming. Prerequisite: 140 or equivalent.",Terms: Spr | Units: 3 | Repeatable for credit | Grading: Letter or Credit/No Credit,"Instructors: Engler, D. (PI)",FALSE,FALSE,TRUE,3 ," Engler, D. (PI)"
CS 242,Programming Languages,"This course explores models of computation, both old, like functional programming with the lambda calculus (circa 1930), and new, like memory-safe systems programming with Rust (circa 2010). Topics include type systems (polymorphism, algebraic data types, static vs. dynamic), control flow (exceptions, continuations), concurrency/parallelism, metaprogramming, and the semantic gap between computational models and modern hardware. The study of programming languages is equal parts systems and theory, looking at how a rigorous understanding of the syntax, structure, and semantics of computation enables formal reasoning about the behavior and properties of complex real-world systems. In light of today's Cambrian explosion of new programming languages, this course also seeks to provide a conceptual clarity on how to compare and contrast the multitude of programming languages, models, and paradigms in the modern programming landscape. Prerequisites: 103, 110.",Terms: Aut | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Crichton, W. (PI)",TRUE,FALSE,FALSE,3-4 ," Crichton, W. (PI)"
CS 243,Program Analysis and Optimizations,"Program analysis techniques used in compilers and software development tools to improve productivity, reliability, and security. The methodology of applying mathematical abstractions such as graphs, fixpoint computations, binary decision diagrams in writing complex software, using compilers as an example. Topics include data flow analysis, instruction scheduling, register allocation, parallelism, data locality, interprocedural analysis, and garbage collection. Prerequisites: 103 or 103B, and 107.",Terms: Win | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Lam, M. (PI)",FALSE,TRUE,FALSE,3-4 ," Lam, M. (PI)"
CS 244,Advanced Topics in Networking,"Classic papers, new ideas, and research papers in networking. Architectural principles: why the Internet was designed this way? Congestion control. Wireless and mobility; software-defined networks (SDN) and network virtualization; content distribution networks; packet switching; data-center networks. Prerequisite: 144 or equivalent.",Terms: Spr | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Katti, S. (PI) ; Winstein, K. (PI)",FALSE,FALSE,TRUE,3-4 ," Katti, S. (PI) ; Winstein, K. (PI)"
CS 245,Database Systems Principles,"File organization and access, buffer management, performance analysis, and storage management. Database system architecture, query optimization, transaction management, recovery, concurrency control. Reliability, protection, and integrity. Design and management issues. Prerequisites: 145, 161.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Zaharia, M. (PI)",FALSE,FALSE,TRUE,3 ," Zaharia, M. (PI)"
CS 246,Mining Massive Data Sets,"Availability of massive datasets is revolutionizing science and industry. This course discusses data mining and machine learning algorithms for analyzing very large amounts of data. The focus is on algorithms and systems for mining big data. nTopics include: Big data systems (Hadoop, Spark, Hive); Link Analysis (PageRank, spam detection, hubs-and-authorities); Similarity search (locality-sensitive hashing, shingling, minhashing, random hyperplanes); Stream data processing; Analysis of social-network graphs; Association rules; Dimensionality reduction (UV, SVD, and CUR decompositions); Algorithms for very-large-scale mining (clustering, nearest-neighbor search); Large-scale machine learning (gradient descent, support-vector machines, classification, and regression); Submodular function optimization; Computational advertising. Prerequisites: At least one of CS107 or CS145.",Terms: Win | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Leskovec, J. (PI)",FALSE,TRUE,FALSE,3-4 ," Leskovec, J. (PI)"
CS 246H,Mining Massive Data Sets Hadoop Lab,"Supplement to CS 246 providing additional material on Hadoop. Students will learn how to implement data mining algorithms using Hadoop, how to implement and debug complex MapReduce jobs in Hadoop, and how to use some of the tools in the Hadoop ecosystem for data mining and machine learning. Topics: Hadoop, MapReduce, HDFS, combiners, secondary sort, distributed cache, SQL on Hadoop, Hive, Cloudera ML/Oryx, Mahout, Hadoop streaming, implementing Hadoop jobs, debugging Hadoop jobs, TF-IDF, Pig, Sqoop, Oozie, HBase, Impala. Prerequisite: CS 107 or equivalent.",Terms: Win | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Leskovec, J. (PI) ; Templeton, D. (PI)",FALSE,TRUE,FALSE,1 ," Leskovec, J. (PI) ; Templeton, D. (PI)"
CS 247,Human-Computer Interaction Design Studio,"Project-based focus on interaction design process, especially early-stage design and rapid prototyping. Methods used in interaction design including needs analysis, user observation, sketching, concept generation, scenario building, and evaluation. Prerequisites: 147 or equivalent background in design thinking; 106B or equivalent background in programming.","Terms: Win, Spr | Units: 3-4 | Grading: Letter (ABCD/NP)","Instructors: Bernstein, M. (PI) ; Stanford, J. (PI) ; Wodtke, C. (PI)",FALSE,TRUE,TRUE,3-4 ," Bernstein, M. (PI) ; Stanford, J. (PI) ; Wodtke, C. (PI)"
CS 248,Interactive Computer Graphics,"This course provides a comprehensive introduction to interactive computer graphics, focusing on fundamental concepts and techniques, as well as their cross-cutting relationship to multiple problem domains in interactive graphics (such as rendering, animation, geometry, image processing). Topics include: 2D and 3D drawing, sampling theory, interpolation, rasterization, image compositing, the real-time GPU graphics pipeline (and parallel rendering), VR rendering, geometric transformations, curves and surfaces, geometric data structures, subdivision, meshing, spatial hierarchies, image processing, time integration, physically-based animation, and inverse kinematics. The course will involve several in-depth programming assignments and a self-selected final project that explores concepts covered in the class. Prerequisite: CS 107, MATH 51.",Terms: Win | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Fatahalian, K. (PI)",FALSE,TRUE,FALSE,3-4 ," Fatahalian, K. (PI)"
CS 250,Algebraic Error Correcting Codes (EE 387),"Introduction to the theory of error correcting codes, emphasizing algebraic constructions, and diverse applications throughout computer science and engineering. Topics include basic bounds on error correcting codes; Reed-Solomon and Reed-Muller codes; list-decoding, list-recovery and locality. Applications may include communication, storage, complexity theory, pseudorandomness, cryptography, streaming algorithms, group testing, and compressed sensing. Prerequisites: Linear algebra, basic probability (at the level of, say, CS109, CME106 or EE178) and ""mathematical maturity"" (students will be asked to write proofs). Familiarity with finite fields will be helpful but not required.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Wootters, M. (PI)",FALSE,TRUE,FALSE,3 ," Wootters, M. (PI)"
CS 251,Cryptocurrencies and blockchain technologies,"For advanced undergraduates and for graduate students. The potential applications for Bitcoin-like technologies is enormous. The course will cover the technical aspects of cryptocurrencies, blockchain technologies, and distributed consensus. Students will learn how these systems work and how to engineer secure software that interacts with the Bitcoin network and other cryptocurrencies. Prerequisite: CS110. Recommended: CS255.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Boneh, D. (PI) ; Mazieres, D. (PI)",TRUE,FALSE,FALSE,3 ," Boneh, D. (PI) ; Mazieres, D. (PI)"
CS 252,Analysis of Boolean Functions,"Boolean functions are among the most basic objects of study in theoretical computer science. This course is about the study of boolean functions from a complexity-theoretic perspective, with an emphasis on analytic methods. We will cover fundamental concepts and techniques in this area, including influence and noise sensitivity, polynomial approximation, hypercontractivity, probabilistic invariance principles, and Gaussian analysis. We will see connections to various areas of theoretical computer science, including circuit complexity, pseudorandomness, classical and quantum query complexity, learning theory, and property testing. Prerequisites: CS 103 and CS 109 or equivalents. CS 154 and CS 161 recommended.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Smith, S. (PI)",TRUE,FALSE,FALSE,3 ," Smith, S. (PI)"
CS 254,Computational Complexity,"An introduction to computational complexity theory. Topics include the P versus NP problem; diagonalization; space complexity: PSPACE, Savitch's theorem, and NL=coNL; counting problems and #P-completeness; circuit complexity; pseudorandomness and derandomization; complexity of approximation; quantum computing; complexity barriers. Prerequisites: 154 or equivalent; mathematical maturity.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Zelenski, J. (PI)",FALSE,TRUE,FALSE,3 ," Zelenski, J. (PI)"
CS 255,Introduction to Cryptography,"For advanced undergraduates and graduate students. Theory and practice of cryptographic techniques used in computer security. Topics: encryption (symmetric and public key), digital signatures, data integrity, authentication, key management, PKI, zero-knowledge protocols, and real-world applications. Prerequisite: basic probability theory.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Nash, A. (PI)",FALSE,TRUE,FALSE,3 ," Nash, A. (PI)"
CS 261,Optimization and Algorithmic Paradigms,"Algorithms for network optimization: max-flow, min-cost flow, matching, assignment, and min-cut problems. Introduction to linear programming. Use of LP duality for design and analysis of algorithms. Approximation algorithms for NP-complete problems such as Steiner Trees, Traveling Salesman, and scheduling problems. Randomized algorithms. Introduction to sub-linear algorithms and decision making under uncertainty. Prerequisite: 161 or equivalent.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Borenstein, J. (PI)",FALSE,TRUE,FALSE,3 ," Borenstein, J. (PI)"
CS 265,Randomized Algorithms and Probabilistic Analysis (CME 309),"Randomness pervades the natural processes around us, from the formation of networks, to genetic recombination, to quantum physics. Randomness is also a powerful tool that can be leveraged to create algorithms and data structures which, in many cases, are more efficient and simpler than their deterministic counterparts. This course covers the key tools of probabilistic analysis, and application of these tools to understand the behaviors of random processes and algorithms. Emphasis is on theoretical foundations, though we will apply this theory broadly, discussing applications in machine learning and data analysis, networking, and systems. Topics include tail bounds, the probabilistic method, Markov chains, and martingales, with applications to analyzing random graphs, metric embeddings, random walks, and a host of powerful and elegant randomized algorithms. Prerequisites: CS 161 and STAT 116, or equivalents and instructor consent.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Kaplan, J. (PI)",TRUE,FALSE,FALSE,3 ," Kaplan, J. (PI)"
CS 269G,Almost Linear Time Graph Algorithms (MS&E 313),"Over the past decade there has been an explosion in activity in designing new provably efficient fast graph algorithms. Leveraging techniques from disparate areas of computer science and optimization researchers have made great strides on improving upon the best known running times for fundamental optimization problems on graphs, in many cases breaking long-standing barriers to efficient algorithm design. In this course we will survey these results and cover the key algorithmic tools they leverage to achieve these breakthroughs. Possible topics include but are not limited to, spectral graph theory, sparsification, oblivious routing, local partitioning, Laplacian system solving, and maximum flow. Prerequisites: calculus and linear algebra.",Terms: Aut | Units: 3 | Grading: Letter (ABCD/NP),"Instructors: Cain, J. (PI)",TRUE,FALSE,FALSE,3 ," Cain, J. (PI)"
CS 269I,Incentives in Computer Science,"Many 21st-century computer science applications require the design of software or systems that interact with multiple self-interested participants. This course will provide students with the vocabulary and modeling tools to reason about such design problems. Emphasis will be on understanding basic economic and game theoretic concepts that are relevant across many application domains, and on case studies that demonstrate how to apply these concepts to real-world design problems. Topics include auction and contest design, equilibrium analysis, cryptocurrencies, design of networks and network protocols, reputation systems, social choice, and social network analysis. Case studies include BGP routing, Bitcoin, eBay's reputation system, Facebook's advertising mechanism, Mechanical Turk, and dynamic pricing in Uber/Lyft. Prerequisites: CS106B/X and CS161, or permission from the instructor.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Garcia-Molina, H. (PI)",TRUE,FALSE,FALSE,3 ," Garcia-Molina, H. (PI)"
CS 269O,Introduction to Optimization Theory (MS&E 213),"Introduction of core algorithmic techniques and proof strategies that underlie the best known provable guarantees for minimizing high dimensional convex functions. Focus on broad canonical optimization problems and survey results for efficiently solving them, ultimately providing the theoretical foundation for further study in optimization. In particular, focus will be on first-order methods for both smooth and non-smooth convex function minimization as well as methods for structured convex function minimization, discussing algorithms such as gradient descent, accelerated gradient descent, mirror descent, Newton's method, interior point methods, and more. Prerequisite: multivariable calculus and linear algebra.",Terms: Spr | Units: 3 | Grading: Letter (ABCD/NP),"Instructors: Landay, J. (PI)",FALSE,FALSE,TRUE,3 ," Landay, J. (PI)"
CS 270,"Modeling Biomedical Systems: Ontology, Terminology, Problem Solving (BIOMEDIN 210)","Methods for modeling biomedical systems and for building model-based software systems. Emphasis is on intelligent systems for decision support and Semantic Web applications. Topics: knowledge representation, controlled terminologies, ontologies, reusable problem solvers, and knowledge acquisition. Students learn about current trends in the development of advanced biomedical software systems and acquire hands-on experience with several systems and tools. Prerequisites: CS106A, basic familiarity with biology, probability, and logic.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Engler, D. (PI)",FALSE,TRUE,FALSE,3 ," Engler, D. (PI)"
CS 272,"Introduction to Biomedical Informatics Research Methodology (BIOE 212, BIOMEDIN 212, GENE 212)","Capstone Biomedical Informatics (BMI) experience. Hands-on software building. Student teams conceive, design, specify, implement, evaluate, and report on a software project in the domain of biomedicine. Creating written proposals, peer review, providing status reports, and preparing final reports. Issues related to research reproducibility. Guest lectures from professional biomedical informatics systems builders on issues related to the process of project management. Software engineering basics. Because the team projects start in the first week of class, attendance that week is strongly recommended. Prerequisites: BIOMEDIN 210 or 214 or 215 or 217 or 260. Preference to BMI graduate students. Consent of instructor required.",Terms: Spr | Units: 3-5 | Grading: Medical Option (Med-Ltr-CR/NC),"Instructors: Cain, J. (PI)",FALSE,FALSE,TRUE,3-5 ," Cain, J. (PI)"
CS 273A,"The Human Genome Source Code (BIOMEDIN 273A, DBIO 273A)","A computational introduction to the most amazing programming language on the planet: your genome. Topics include genome sequencing (assembling source code from code fragments); the human genome functional landscape: variable assignments (genes), control-flow logic (gene regulation) and run-time stack (epigenomics); human disease and personalized genomics (as a hunt for bugs in the human code); genome editing (code injection) to cure the incurable; and the source code behind amazing animal adaptations. Algorithmic approaches will introduce ideas from computational genomics, machine learning and natural language processing. Course includes primers on molecular biology, and text processing languages. No prerequisites.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Cain, J. (PI)",FALSE,TRUE,FALSE,3 ," Cain, J. (PI)"
CS 273B,"Deep Learning in Genomics and Biomedicine (BIODS 237, BIOMEDIN 273B, GENE 236)","Recent breakthroughs in high-throughput genomic and biomedical data are transforming biological sciences into ""big data"" disciplines. In parallel, progress in deep neural networks are revolutionizing fields such as image recognition, natural language processing and, more broadly, AI. This course explores the exciting intersection between these two advances. The course will start with an introduction to deep learning and overview the relevant background in genomics and high-throughput biotechnology, focusing on the available data and their relevance. It will then cover the ongoing developments in deep learning (supervised, unsupervised and generative models) with the focus on the applications of these methods to biomedical data, which are beginning to produced dramatic results. In addition to predictive modeling, the course emphasizes how to visualize and extract interpretable, biological insights from such models. Recent papers from the literature will be presented and discussed. Stude more »",Terms: Aut | Units: 3 | Grading: Medical Option (Med-Ltr-CR/NC),"Instructors: Hennessy, J. (PI)",TRUE,FALSE,FALSE,3 ," Hennessy, J. (PI)"
CS 274,"Representations and Algorithms for Computational Molecular Biology (BIOE 214, BIOMEDIN 214, GENE 214)","Topics: introduction to bioinformatics and computational biology, algorithms for alignment of biological sequences and structures, computing with strings, phylogenetic tree construction, hidden Markov models, basic structural computations on proteins, protein structure prediction, protein threading techniques, homology modeling, molecular dynamics and energy minimization, statistical analysis of 3D biological data, integration of data sources, knowledge representation and controlled terminologies for molecular biology, microarray analysis, machine learning (clustering and classification), and natural language text processing. Prerequisite: CS 106B; recommended: CS161; consent of instructor for 3 units.",Terms: Aut | Units: 3-4 | Grading: Medical Option (Med-Ltr-CR/NC),"Instructors: Lee, C. (PI)",TRUE,FALSE,FALSE,3-4 ," Lee, C. (PI)"
CS 275,"Translational Bioinformatics (BIOE 217, BIOMEDIN 217, GENE 217)","Computational methods for the translation of biomedical data into diagnostic, prognostic, and therapeutic applications in medicine. Topics: multi-scale omics data generation and analysis, utility and limitations of public biomedical resources, machine learning and data mining, issues and opportunities in drug discovery, and mobile/digital health solutions. Case studies and course project. Prerequisites: programming ability at the level of CS 106A and familiarity with biology and statistics.",Terms: Win | Units: 4 | Grading: Medical Option (Med-Ltr-CR/NC),"Instructors: Reingold, O. (PI)",FALSE,TRUE,FALSE,4 ," Reingold, O. (PI)"
CS 275A,Symbolic Musical Information (MUSIC 253),"Focus on symbolic data for music applications including advanced notation systems, optical music recognition, musical data conversion, and internal structure of MIDI files.",Terms: Win | Units: 2-4 | Grading: Letter or Credit/No Credit,"Instructors: Taylor, A. (PI)",FALSE,TRUE,FALSE,2-4 ," Taylor, A. (PI)"
CS 275B,"Music Query, Analysis, and Style Simulation (MUSIC 254)","Leveraging off three synchronized sets of symbolic data resources for notation and analysis, the lab portion introduces students to the open-source Humdrum Toolkit for music representation and analysis. Issues of data content and quality as well as methods of information retrieval, visualization, and summarization are considered in class. Grading based primarily on student projects. Prerequisite: 253 or consent of instructor.",Terms: Spr | Units: 2-4 | Grading: Letter or Credit/No Credit,"Instructors: Widom, J. (PI)",FALSE,FALSE,TRUE,2-4 ," Widom, J. (PI)"
CS 276,Information Retrieval and Web Search (LINGUIST 286),"Text information retrieval systems; efficient text indexing; Boolean, vector space, and probabilistic retrieval models; ranking and rank aggregation; evaluating IR systems; text clustering and classification; Web search engines including crawling and indexing, link-based algorithms, web metadata, and question answering; distributed word representations. Prerequisites: CS 107, CS 109, CS 161.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Lee, C. (PI) ; Schwarz, K. (PI)",FALSE,FALSE,TRUE,3 ," Lee, C. (PI) ; Schwarz, K. (PI)"
CS 278,Social Computing,"Today we interact with our friends and enemies, our team partners and romantic partners, and our organizations and societies, all through computational systems. How do we design these social computing systems to be effective? This course covers design patterns for social computing and crowdsourcing systems, and the foundational ideas that underpin them. Students will engage in the creation of new computationally-mediated social environments.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Schwarz, K. (PI)",FALSE,FALSE,TRUE,3 ," Schwarz, K. (PI)"
CS 279,"Computational Biology: Structure and Organization of Biomolecules and Cells (BIOE 279, BIOMEDIN 279, BIOPHYS 279, CME 279)","Computational techniques for investigating and designing the three-dimensional structure and dynamics of biomolecules and cells. These computational methods play an increasingly important role in drug discovery, medicine, bioengineering, and molecular biology. Course topics include protein structure prediction, protein design, drug screening, molecular simulation, cellular-level simulation, image analysis for microscopy, and methods for solving structures from crystallography and electron microscopy data. Prerequisites: elementary programming background ( CS 106A or equivalent) and an introductory course in biology or biochemistry.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Young, P. (PI)",FALSE,TRUE,FALSE,3 ," Young, P. (PI)"
CS 294S,Research Project in Software Systems and Security,"Topics vary. Focus is on emerging research themes such as programmable open mobile Internet that spans multiple system topics such as human-computer interaction, programming systems, operating systems, networking, and security. May be repeated for credit. Prerequisites: CS 103 and 107.",Terms: Spr | Units: 3 | Repeatable for credit | Grading: Letter or Credit/No Credit,"Instructors: Cain, J. (PI) ; Parlante, N. (PI) ; Piech, C. (PI) ; Sahami, M. (PI)",FALSE,FALSE,TRUE,3 ," Cain, J. (PI) ; Parlante, N. (PI) ; Piech, C. (PI) ; Sahami, M. (PI)"
CS 294W,Writing Intensive Research Project in Computer Science,Restricted to Computer Science and Computer Systems Engineering undergraduates. Students enroll in the CS 294W section attached to the CS 294 project they have chosen.,Terms: Spr | Units: 3 | Grading: Letter (ABCD/NP),"Instructors: Cain, J. (PI)",FALSE,FALSE,TRUE,3 ," Cain, J. (PI)"
CS 300,Departmental Lecture Series,"Priority given to first-year Computer Science Ph.D. students. CS Masters students admitted if space is available. Presentations by members of the department faculty, each describing informally his or her current research interests and views of computer science as a whole.",Terms: Aut | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Parlante, N. (PI)",TRUE,FALSE,FALSE,1 ," Parlante, N. (PI)"
CS 309A,Cloud Computing Seminar,"For science, engineering, computer science, business, education, medicine, and law students. Cloud computing is bringing information systems out of the back office and making it core to the entire economy. Furthermore with the advent of smarter machines cloud computing will be integral to building a more precision planet. This class is intended for all students who want to begin to understand the implications of this technology. Guest industry experts are public company CEOs who are either delivering cloud services or using cloud services to transform their businesses.",Terms: Aut | Units: 1 | Repeatable for credit | Grading: Satisfactory/No Credit,"Instructors: Schwarz, K. (PI) ; Stepp, M. (PI)",TRUE,FALSE,FALSE,1 ," Schwarz, K. (PI) ; Stepp, M. (PI)"
CS 315B,Parallel Computing Research Project,"Advanced topics and new paradigms in parallel computing including parallel algorithms, programming languages, runtime environments, library debugging/tuning tools, and scalable architectures. Research project. Prerequisite: consent of instructor.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Young, P. (PI)",TRUE,FALSE,FALSE,3 ," Young, P. (PI)"
CS 316,Advanced Multi-Core Systems,"In-depth coverage of the architectural techniques used in modern, multi-core chips for mobile and server systems. Advanced processor design techniques (superscalar cores, VLIW cores, multi-threaded cores, energy-efficient cores), cache coherence, memory consistency, vector processors, graphics processors, heterogeneous processors, and hardware support for security and parallel programming. Students will become familiar with complex trade-offs between performance-power-complexity and hardware-software interactions. A central part of CS316 is a project on an open research question on multi-core technologies. Prerequisites: EE 180 (formerly 108B) and EE 282. Recommended: CS 149.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Malik, A. (PI) ; Stepp, M. (PI)",FALSE,FALSE,TRUE,3 ," Malik, A. (PI) ; Stepp, M. (PI)"
CS 325B,"Data for Sustainable Development (EARTHSYS 162, EARTHSYS 262)","The sustainable development goals (SDGs) encompass many important aspects of human and ecosystem well-being that are traditionally difficult to measure. This project-based course will focus on ways to use inexpensive, unconventional data streams to measure outcomes relevant to SDGs, including poverty, hunger, health, governance, and economic activity. Students will apply machine learning techniques to various projects outlined at the beginning of the quarter. The main learning goals are to gain experience conducting and communicating original research. Prior knowledge of machine learning techniques, such as from CS 221, CS 229, CS 231N, STATS 202, or STATS 216 is required. Open to both undergraduate and graduate students. Enrollment limited to 24. Students must apply for the class by filling out the form at https://goo.gl/forms/9LSZF7lPkHadix5D3. A permission code will be given to admitted students to register for the class.",Terms: Aut | Units: 3-5 | Repeatable for credit | Grading: Letter or Credit/No Credit,"Instructors: Cain, J. (PI)",TRUE,FALSE,FALSE,3-5 ," Cain, J. (PI)"
